SYMBOL,NAME OF COMPANY, SERIES
SARLAPOLY,Sarla Performance Fibers Limited,EQ
SARVESHWAR,Sarveshwar Foods Limited,EQ
SASKEN,Sasken Technologies Limited,EQ
SASTASUNDR,Sastasundar Ventures Limited,EQ
SATIA,Satia Industries Limited,EQ
SATIN,Satin Creditcare Network Limited,EQ
SAURASHCEM,Saurashtra Cement Limited,EQ
SBC,SBC Exports Limited,EQ
SBCL,Shivalik Bimetal Controls Limited,EQ
SBFC,SBFC Finance Limited,EQ
SBGLP,Suratwwala Business Group Limited,EQ
SBICARD,SBI Cards and Payment Services Limited,EQ
SBILIFE,SBI Life Insurance Company Limited,EQ
SBIN,State Bank of India,EQ
SCHAEFFLER,Schaeffler India Limited,EQ
SCHAND,S Chand And Company Limited,EQ
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ
SCI,Shipping Corporation Of India Limited,EQ
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ
SCODATUBES,Scoda Tubes Limited,EQ
SCPL,Sheetal Cool Products Limited,BE
SDBL,Som Distilleries & Breweries Limited,EQ
SEAMECLTD,Seamec Limited,EQ
SECMARK,SecMark Consultancy Limited,EQ
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,BE
SEJALLTD,Sejal Glass Limited,EQ
SELMC,SEL Manufacturing Company Limited,BE
SEMAC,Semac Construction Limited,EQ
SENCO,Senco Gold Limited,EQ
SENORES,Senores Pharmaceuticals Limited,EQ
SEPC,SEPC Limited,EQ
SERVOTECH,Servotech Renewable Power System Limited,EQ
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ
SETCO,Setco Automotive Limited,EQ
SETL,Standard Engineering Technology Limited,EQ
SETUINFRA,Setubandhan Infrastructure Limited,BZ
SEYAIND,Seya Industries Limited,BE
SFL,Sheela Foam Limited,EQ
SGFIN,SG Finserve Limited,EQ
SGIL,Synergy Green Industries Limited,EQ
SGL,STL Global Limited,EQ
SGMART,SG Mart Limited,EQ
SHADOWFAX,Shadowfax Technologies Limited,EQ
SHAH,Shah Metacorp Limited,EQ
SHAHALLOYS,Shah Alloys Limited,EQ
SHAILY,Shaily Engineering Plastics Limited,EQ
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ
SHALBY,Shalby Limited,EQ
SHALPAINTS,Shalimar Paints Limited,EQ
SHANKARA,Shankara Building Products Limited,EQ
SHANTI,Shanti Overseas (India) Limited,EQ
SHANTIGEAR,Shanthi Gears Limited,EQ
SHANTIGOLD,Shanti Gold International Limited,EQ
SHARDACROP,Sharda Cropchem Limited,EQ
SHARDAMOTR,Sharda Motor Industries Limited,EQ
SHAREINDIA,Share India Securities Limited,EQ
SHEKHAWATI,Shekhawati Industries Limited,EQ
SHEMAROO,Shemaroo Entertainment Limited,EQ
SHILCTECH,Shilchar Technologies Limited,EQ
SHILPAMED,Shilpa Medicare Limited,EQ
SHIVALIK,Shivalik Rasayan Limited,EQ
SHIVAMAUTO,Shivam Autotech Limited,EQ
SHIVAMILLS,Shiva Mills Limited,EQ
SHIVATEX,Shiva Texyarn Limited,EQ
SHIVAUM,Shiv Aum Steels Limited,EQ
SHK,S H Kelkar and Company Limited,EQ
SHOPERSTOP,Shoppers Stop Limited,EQ
SHRADHA,Shradha Infraprojects Limited,EQ
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ
SHREECEM,SHREE CEMENT LIMITED,EQ
SHREEJISPG,Shreeji Shipping Global Limited,EQ
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ
SHREERAMA,Shree Rama Multi-Tech Limited,EQ
SHRENIK,Shrenik Limited,BZ
SHREYANIND,Shreyans Industries Limited,EQ
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ
SHRIPISTON,Shriram Pistons & Rings Limited,EQ
SHRIRAMFIN,Shriram Finance Limited,EQ
SHRIRAMPPS,Shriram Properties Limited,EQ
SHYAMCENT,Shyam Century Ferrous Limited,BE
SHYAMMETL,Shyam Metalics and Energy Limited,EQ
SHYAMTEL,Shyam Telecom Limited,EQ
SICALLOG,Sical Logistics Limited,BE
SIEMENS,Siemens Limited,EQ
SIGACHI,Sigachi Industries Limited,EQ
SIGIND,Signet Industries Limited,EQ
SIGMA,Sigma Solve Limited,EQ
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,EQ
SIGNATURE,Signatureglobal (India) Limited,EQ
SIGNPOST,Signpost India Limited,EQ
SIKKO,Sikko Industries Limited,EQ
SIL,Standard Industries Limited,EQ
SILGO,Silgo Retail Limited,EQ
SILINV,SIL Investments Limited,EQ
SILLYMONKS,Silly Monks Entertainment Limited,BE
SILVERTUC,Silver Touch Technologies Limited,EQ
SIMBHALS,Simbhaoli Sugars Limited,BZ
SIMPLEXINF,Simplex Infrastructures Limited,EQ
SINCLAIR,Sinclairs Hotels Limited,EQ
SINDHUTRAD,Sindhu Trade Links Limited,EQ
SINTERCOM,Sintercom India Limited,EQ
SIRCA,Sirca Paints India Limited,EQ
SIS,SIS LIMITED,EQ
SITINET,Siti Networks Limited,BZ
SIYSIL,Siyaram Silk Mills Limited,EQ
SJS,S.J.S. Enterprises Limited,EQ
SJVN,SJVN Limited,EQ
SKFINDIA,SKF India Limited,EQ
SKFINDUS,SKF India (Industrial) Limited,EQ
SKIL,SKIL Infrastructure Limited,BZ
SKIPPER,Skipper Limited,EQ
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ
SMARTLINK,Smartlink Holdings Limited,EQ
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ
SMCGLOBAL,SMC Global Securities Limited,EQ
SMLMAH,SML Mahindra Limited,EQ
SMLT,Sarthak Metals Limited,EQ
SMSPHARMA,SMS Pharmaceuticals Limited,EQ
SNOWMAN,Snowman Logistics Limited,EQ
SOBHA,Sobha Limited,EQ
SOFTTECH,Softtech Engineers Limited,EQ
SOLARA,Solara Active Pharma Sciences Limited,EQ
SOLARINDS,Solar Industries India Limited,EQ
SOLARWORLD,Solarworld Energy Solutions Limited,EQ
SOLEX,Solex Energy Limited,EQ
SOMANYCERA,Somany Ceramics Limited,EQ
SOMATEX,Soma Textiles & Industries Limited,BE
SOMICONVEY,Somi Conveyor Beltings Limited,EQ
SONACOMS,Sona BLW Precision Forgings Limited,EQ
SONAMLTD,SONAM LIMITED,EQ
SONATSOFTW,Sonata Software Limited,EQ
SOTL,Savita Oil Technologies Limited,EQ
SOUTHBANK,The South Indian Bank Limited,EQ
SOUTHWEST,South West Pinnacle Exploration Limited,BE
SPAL,S. P. Apparels Limited,EQ
SPANDANA,Spandana Sphoorty Financial Limited,EQ
SPARC,Sun Pharma Advanced Research Company Limited,EQ
SPCENET,Spacenet Enterprises India Limited,EQ
SPECIALITY,Speciality Restaurants Limited,EQ
SPECTRUM,Spectrum Electrical Industries Limited,EQ
SPENCERS,Spencer's Retail Limited,EQ
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ
SPLIL,SPL Industries Limited,EQ
SPLPETRO,Supreme Petrochem Limited,EQ
SPMLINFRA,SPML Infra Limited,EQ
SPORTKING,Sportking India Limited,EQ
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ
SREEL,Sreeleathers Limited,EQ
SRF,SRF Limited,EQ
SRGHFL,SRG Housing Finance Limited,EQ
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ
SRM,SRM Contractors Limited,EQ
SRPL,Shree Ram Proteins Limited,BZ
SSDL,Saraswati Saree Depot Limited,EQ
SSWL,Steel Strips Wheels Limited,EQ
STALLION,Stallion India Fluorochemicals Limited,EQ
STANLEY,Stanley Lifestyles Limited,EQ
STAR,Strides Pharma Science Limited,EQ
STARCEMENT,Star Cement Limited,EQ
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ
STARPAPER,Star Paper Mills Limited,EQ
STARTECK,Starteck Finance Limited,EQ
STCINDIA,The State Trading Corporation of India Limited,EQ
STEELCAS,Steelcast Limited,EQ
STEELCITY,Steel City Securities Limited,EQ
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ
STEL,Stel Holdings Limited,EQ
STERTOOLS,Sterling Tools Limited,EQ
STLNETWORK,STL Networks Limited,EQ
STLTECH,Sterlite Technologies Limited,EQ
STOVEKRAFT,Stove Kraft Limited,EQ
STUDDS,Studds Accessories Limited,EQ
STYL,Seshaasai Technologies Limited,EQ
STYLAMIND,Stylam Industries Limited,EQ
STYLEBAAZA,Baazar Style Retail Limited,EQ
STYRENIX,Styrenix Performance Materials Limited,EQ
SUBEXLTD,Subex Limited,EQ
SUBROS,Subros Limited,EQ
SUDARCOLOR,Sudarshan Colorants India Limited,EQ
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ
SUDEEPPHRM,Sudeep Pharma Limited,EQ
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ
SULA,Sula Vineyards Limited,EQ
SUMEETINDS,Sumeet Industries Limited,EQ
SUMICHEM,Sumitomo Chemical India Limited,EQ
SUMIT,Sumit Woods Limited,EQ
SUMMITSEC,Summit Securities Limited,EQ
SUNCLAY,Sundaram Clayton Limited,EQ
SUNDARAM,Sundaram Multi Pap Limited,EQ
SUNDARMFIN,Sundaram Finance Limited,EQ
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ
SUNDRMFAST,Sundram Fasteners Limited,EQ
SUNDROP,Sundrop Brands Limited,EQ
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ
SUNTECK,Sunteck Realty Limited,EQ
SUNTV,Sun TV Network Limited,EQ
SUPERHOUSE,Superhouse Limited,EQ
SUPERSPIN,Super Spinning Mills Limited,EQ
SUPRAJIT,Suprajit Engineering Limited,EQ
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ
SUPREMEENG,Supreme Engineering Limited,BZ
SUPREMEIND,Supreme Industries Limited,EQ
SUPREMEINF,Supreme Infrastructure India Limited,BZ
SUPRIYA,Supriya Lifescience Limited,EQ
SURAJEST,Suraj Estate Developers Limited,EQ
SURAJLTD,Suraj Limited,EQ
SURAKSHA,Suraksha Diagnostic Limited,EQ
SURANASOL,Surana Solar Limited,EQ
SURANAT&P,Surana Telecom and Power Limited,EQ
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ
SURYAROSNI,Surya Roshni Limited,EQ
SURYODAY,Suryoday Small Finance Bank Limited,EQ
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ
SUVEN,Suven Life Sciences Limited,EQ
SUVIDHAA,Suvidhaa Infoserve Limited,EQ
SUYOG,Suyog Telematics Limited,EQ
SUZLON,Suzlon Energy Limited,EQ
SVLL,Shree Vasu Logistics Limited,EQ
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,BE
SWANCORP,SWAN CORP LIMITED,EQ
SWANDEF,Swan Defence and Heavy Industries Limited,BE
SWARAJENG,Swaraj Engines Limited,EQ
SWELECTES,Swelect Energy Systems Limited,EQ
SWIGGY,Swiggy Limited,EQ
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ
SYMPHONY,Symphony Limited,EQ
SYNCOMF,Syncom Formulations (India) Limited,EQ
SYNGENE,Syngene International Limited,EQ
SYRMA,Syrma SGS Technology Limited,EQ
SYSTMTXC,Systematix Corporate Services Limited,EQ
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ
TAKE,Take Solutions Limited,BE
TALBROAUTO,Talbros Automotive Components Limited,EQ
TANLA,Tanla Platforms Limited,EQ
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ
TARAPUR,Tarapur Transformers Limited,EQ
TARC,TARC Limited,EQ
TARIL,Transformers And Rectifiers (India) Limited,EQ
TARMAT,Tarmat Limited,EQ
TARSONS,Tarsons Products Limited,EQ
TASTYBITE,Tasty Bite Eatables Limited,EQ
TATACAP,Tata Capital Limited,EQ
TATACHEM,Tata Chemicals Limited,EQ
TATACOMM,Tata Communications Limited,EQ
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ
TATAELXSI,Tata Elxsi Limited,EQ
TATAINVEST,Tata Investment Corporation Limited,EQ
TATAPOWER,Tata Power Company Limited,EQ
TATASTEEL,Tata Steel Limited,EQ
TATATECH,Tata Technologies Limited,EQ
TATVA,Tatva Chintan Pharma Chem Limited,EQ
TBOTEK,TBO Tek Limited,EQ
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ
TCI,Transport Corporation of India Limited,EQ
TCIEXP,TCI Express Limited,EQ
TCIFINANCE,TCI Finance Limited,BE
TCPLPACK,TCPL Packaging Limited,EQ
TCS,Tata Consultancy Services Limited,EQ
TDPOWERSYS,TD Power Systems Limited,EQ
TEAMGTY,Team India Guaranty Limited,EQ
TEAMLEASE,Teamlease Services Limited,EQ
TECHM,Tech Mahindra Limited,EQ
TECHNOE,Techno Electric & Engineering Company Limited,EQ
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ
TEGA,Tega Industries Limited,EQ
TEJASNET,Tejas Networks Limited,EQ
TEMBO,Tembo Global Industries Limited,EQ
TENNIND,Tenneco Clean Air India Limited,EQ
TERASOFT,Tera Software Limited,EQ
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ
TEXMOPIPES,Texmo Pipes and Products Limited,EQ
TEXRAIL,Texmaco Rail & Engineering Limited,EQ
TFCILTD,Tourism Finance Corporation of India Limited,EQ
TFL,Transwarranty Finance Limited,EQ
TGBHOTELS,TGB Banquets And Hotels Limited,EQ
THANGAMAYL,Thangamayil Jewellery Limited,EQ
THEINVEST,The Investment Trust Of India Limited,EQ
THEJO,Thejo Engineering Limited,EQ
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ
THEMISMED,Themis Medicare Limited,EQ
THERMAX,Thermax Limited,EQ
THOMASCOOK,Thomas Cook  (India)  Limited,EQ
THOMASCOTT,Thomas Scott (India) Limited,EQ
THYROCARE,Thyrocare Technologies Limited,EQ
TI,Tilaknagar Industries Limited,EQ
TICL,Twamev Construction and Infrastructure Limited,EQ
TIGERLOGS,Tiger Logistics (India) Limited,EQ
TIIL,Technocraft Industries (India) Limited,EQ
TIINDIA,Tube Investments of India Limited,EQ
TIJARIA,Tijaria Polypipes Limited,BE
TIL,TIL Limited,EQ
TIMETECHNO,Time Technoplast Limited,EQ
TIMKEN,Timken India Limited,EQ
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ
TIPSFILMS,Tips Films Limited,EQ
TIPSMUSIC,Tips Music Limited,EQ
TIRUMALCHM,Thirumalai Chemicals Limited,EQ
TIRUPATIFL,Tirupati Forge Limited,EQ
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ
TITAN,Titan Company Limited,EQ
TMB,Tamilnad Mercantile Bank Limited,EQ
TMCV,Tata Motors Limited,EQ
TMPV,Tata Motors Passenger Vehicles Limited,EQ
TNPETRO,Tamilnadu PetroProducts Limited,EQ
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ
TNTELE,Tamilnadu Telecommunication Limited,EQ
TOKYOPLAST,Tokyo Plast International Limited,EQ
TOLINS,Tolins Tyres Limited,EQ
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ
TORNTPOWER,Torrent Power Limited,EQ
TOTAL,Total Transport Systems Limited,EQ
TOUCHWOOD,Touchwood Entertainment Limited,EQ
TPHQ,Teamo Productions HQ Limited,EQ
TPLPLASTEH,TPL Plastech Limited,EQ
TRACXN,Tracxn Technologies Limited,EQ
TRANSRAILL,Transrail Lighting Limited,EQ
TRANSWORLD,TRANSWORLD SHIPPING LINES LIMITED,EQ
TRAVELFOOD,Travel Food Services Limited,EQ
TREEHOUSE,Tree House Education & Accessories Limited,EQ
TREJHARA,TREJHARA SOLUTIONS LIMITED,BE
TREL,Transindia Real Estate Limited,EQ
TRENT,Trent Limited,EQ
TRF,TRF Limited,EQ
TRIDENT,Trident Limited,EQ
TRIGYN,Trigyn Technologies Limited,EQ
TRITURBINE,Triveni Turbine Limited,EQ
TRIVENI,Triveni Engineering & Industries Limited,EQ
TRU,TruCap Finance Limited,EQ
TRUALT,TruAlt Bioenergy Limited,EQ
TSFINV,TSF INVESTMENTS LIMITED,EQ
TTKHLTCARE,TTK Healthcare Limited,EQ
TTKPRESTIG,TTK Prestige Limited,EQ
TTL,T T Limited,EQ
TTML,Tata Teleservices (Maharashtra) Limited,EQ
TVSELECT,TVS Electronics Limited,BE
TVSHLTD,TVS Holdings Limited,EQ
TVSMOTOR,TVS Motor Company Limited,EQ
TVSSCS,TVS Supply Chain Solutions Limited,EQ
TVSSRICHAK,TVS Srichakra Limited,EQ
TVTODAY,TV Today Network Limited,EQ
TVVISION,TV Vision Limited,BE
UBL,United Breweries Limited,EQ
UCAL,UCAL LIMITED,EQ
UCOBANK,UCO Bank,EQ
UDS,Updater Services Limited,EQ
UEL,Ujaas Energy Limited,EQ
UFBL,United Foodbrands Limited,EQ
UFLEX,UFLEX Limited,EQ
UFO,UFO Moviez India Limited,EQ
UGARSUGAR,The Ugar Sugar Works Limited,EQ
UGROCAP,Ugro Capital Limited,EQ
UJJIVANSFB,Ujjivan Small Finance Bank Limited,EQ
ULTRACEMCO,UltraTech Cement Limited,EQ
UMAEXPORTS,Uma Exports Limited,EQ
UMESLTD,Usha Martin Education & Solutions Limited,EQ
UMIYA-MRO,UMIYA BUILDCON LIMITED,EQ
UNICHEMLAB,Unichem Laboratories Limited,EQ
UNIDT,United Drilling Tools Limited,EQ
UNIECOM,Unicommerce Esolutions Limited,EQ
UNIENTER,Uniphos Enterprises Limited,EQ
UNIINFO,Uniinfo Telecom Services Limited,EQ
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ
UNIONBANK,Union Bank of India,EQ
UNIPARTS,Uniparts India Limited,EQ
UNITDSPR,United Spirits Limited,EQ
UNITECH,Unitech Limited,EQ
UNITEDPOLY,United Polyfab Gujarat Limited,EQ
UNITEDTEA,The United Nilgiri Tea Estates Company Limited,EQ
UNIVAFOODS,Univa Foods Limited,BE
UNIVASTU,Univastu India Limited,EQ
UNIVCABLES,Universal Cables Limited,EQ
UNIVPHOTO,Universus Photo Imagings Limited,EQ
UNOMINDA,UNO Minda Limited,EQ
UPL,UPL Limited,EQ
URAVIDEF,Uravi Defence and Technology Limited,EQ
URBANCO,Urban Company Limited,EQ
URJA,Urja Global Limited,EQ
USHAMART,Usha Martin Limited,EQ
USK,Udayshivakumar Infra Limited,EQ
UTIAMC,UTI Asset Management Company Limited,EQ
UTKARSHBNK,Utkarsh Small Finance Bank Limited,EQ
UTLSOLAR,Fujiyama Power Systems Limited,EQ
UTTAMSUGAR,Uttam Sugar Mills Limited,EQ
UYFINCORP,U. Y. Fincorp Limited,BE
V2RETAIL,V2 Retail Limited,EQ
VADILALIND,Vadilal Industries Limited,EQ
VAIBHAVGBL,Vaibhav Global Limited,EQ
VAISHALI,Vaishali Pharma Limited,EQ
VAKRANGEE,Vakrangee Limited,EQ
VALIANTLAB,Valiant Laboratories Limited,EQ
VALIANTORG,Valiant Organics Limited,EQ
VARDHACRLC,Vardhman Acrylics Limited,EQ
VARDMNPOLY,Vardhman Polytex Limited,EQ
VARROC,Varroc Engineering Limited,EQ
VASCONEQ,Vascon Engineers Limited,EQ
VASWANI,Vaswani Industries Limited,EQ
VBL,Varun Beverages Limited,EQ
VCL,Vaxtex Cotfab Limited,BE
VEDL,Vedanta Limited,EQ
VEEDOL,Veedol Corporation Limited,EQ
VENKEYS,Venky's (India) Limited,EQ
VENTIVE,Ventive Hospitality Limited,EQ
VENUSPIPES,Venus Pipes & Tubes Limited,EQ
VENUSREM,Venus Remedies Limited,BE
VERANDA,Veranda Learning Solutions Limited,EQ
VERTOZ,Vertoz Limited,EQ
VESUVIUS,Vesuvius India Limited,EQ
VETO,Veto Switchgears And Cables Limited,EQ
VGL,VARVEE GLOBAL LIMITED,EQ
VGUARD,V-Guard Industries Limited,EQ
VHL,Vardhman Holdings Limited,EQ
VHLTD,Viceroy Hotels Limited,BE
VIDHIING,Vidhi Specialty Food Ingredients Limited,EQ
VIDYAWIRES,Vidya Wires Limited,EQ
VIJAYA,Vijaya Diagnostic Centre Limited,EQ
VIJIFIN,Viji Finance Limited,EQ
VIKASECO,Vikas EcoTech Limited,EQ
VIKASLIFE,Vikas Lifecare Limited,EQ
VIKRAMSOLR,Vikram Solar Limited,EQ
VIKRAN,Vikran Engineering Limited,EQ
VIMTALABS,Vimta Labs Limited,EQ
VINATIORGA,Vinati Organics Limited,EQ
VINCOFE,Vintage Coffee And Beverages Limited,EQ
VINDHYATEL,Vindhya Telelinks Limited,EQ
VINEETLAB,Vineet Laboratories Limited,EQ
VINNY,Vinny Overseas Limited,EQ
VINYLINDIA,Vinyl Chemicals (India) Limited,EQ
VIPCLOTHNG,VIP Clothing Limited,EQ
VIPIND,VIP Industries Limited,EQ
VIPULLTD,Vipul Limited,BE
VIRINCHI,Virinchi Limited,EQ
VISAKAIND,Visaka Industries Limited,EQ
VISASTEEL,Visa Steel Limited,EQ
VISHNU,Vishnu Chemicals Limited,EQ
VISHWARAJ,Vishwaraj Sugar Industries Limited,EQ
VIVIDHA,Visagar Polytex Limited,EQ
VIVIMEDLAB,Vivimed Labs Limited,EQ
VIYASH,Viyash Scientific Limited,EQ
VLEGOV,VL E-Governance & IT Solutions Limited,EQ
VLSFINANCE,VLS Finance Limited,EQ
VMART,V-Mart Retail Limited,EQ
VMM,Vishal Mega Mart Limited,EQ
VMSTMT,VMS TMT Limited,EQ
VOLTAMP,Voltamp Transformers Limited,EQ
VOLTAS,Voltas Limited,EQ
VPRPL,Vishnu Prakash R Punglia Limited,EQ
VRAJ,Vraj Iron and Steel Limited,EQ
VRLLOG,VRL Logistics Limited,EQ
VSSL,Vardhman Special Steels Limited,EQ
VSTIND,VST Industries Limited,EQ
VSTL,Vibhor Steel Tubes Limited,EQ
VSTTILLERS,V.S.T Tillers Tractors Limited,EQ
VTL,Vardhman Textiles Limited,EQ
WAAREEENER,Waaree Energies Limited,EQ
WAAREEINDO,Indosolar Limited,BE
WAAREERTL,Waaree Renewable Technologies Limited,EQ
WABAG,VA Tech Wabag Limited,EQ
WAKEFIT,Wakefit Innovations Limited,EQ
WALCHANNAG,Walchandnagar Industries Limited,EQ
WANBURY,Wanbury Limited,EQ
WCIL,Western Carriers (India) Limited,EQ
WEALTH,Wealth First Portfolio Managers Limited,EQ
WEBELSOLAR,Websol Energy System Limited,EQ
WEIZMANIND,Weizmann Limited,EQ
WEL,Wonder Electricals Limited,EQ
WELCORP,Welspun Corp Limited,EQ
WELENT,Welspun Enterprises Limited,EQ
WELINV,Welspun Investments and Commercials Limited,EQ
WELSPUNLIV,Welspun Living Limited,EQ
WENDT,Wendt (India) Limited,EQ
WESTLIFE,WESTLIFE FOODWORLD LIMITED,EQ
WEWIN,WE WIN LIMITED,EQ
WEWORK,WeWork India Management Limited,EQ
WHEELS,Wheels India Limited,EQ
WHIRLPOOL,Whirlpool of India Limited,EQ
WILLAMAGOR,Williamson Magor & Company Limited,EQ
WINDLAS,Windlas Biotech Limited,EQ
WINDMACHIN,Windsor Machines Limited,EQ
WINSOME,Winsome Yarns Limited,BZ
WIPL,The Western India Plywoods Limited,EQ
WIPRO,Wipro Limited,EQ
WOCKPHARMA,Wockhardt Limited,EQ
WONDERLA,Wonderla Holidays Limited,EQ
WORTHPERI,Worth Peripherals Limited,EQ
WSI,W S Industries (I) Limited,EQ
WSTCSTPAPR,West Coast Paper Mills Limited,EQ
XCHANGING,Xchanging Solutions Limited,EQ
XELPMOC,Xelpmoc Design And Tech Limited,EQ
XPROINDIA,Xpro India Limited,EQ
XTGLOBAL,Xtglobal Infotech Limited,EQ
YASHO,Yasho Industries Limited,EQ
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ
YATRA,Yatra Online Limited,EQ
YESBANK,Yes Bank Limited,EQ
YUKEN,Yuken India Limited,EQ
ZAGGLE,Zaggle Prepaid Ocean Services Limited,EQ
ZEEL,Zee Entertainment Enterprises Limited,EQ
ZEELEARN,Zee Learn Limited,EQ
ZEEMEDIA,Zee Media Corporation Limited,EQ
ZENITHEXPO,Zenith Exports Limited,EQ
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ
ZENSARTECH,Zensar Technologies Limited,EQ
ZENTEC,Zen Technologies Limited,EQ
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ
ZIMLAB,Zim Laboratories Limited,EQ
ZODIAC,Zodiac Energy Limited,EQ
ZODIACLOTH,Zodiac Clothing Company Limited,EQ
ZOTA,Zota Health Care LImited,EQ
ZUARI,Zuari Agro Chemicals Limited,EQ
ZUARIIND,ZUARI INDUSTRIES LIMITED,EQ
ZYDUSLIFE,Zydus Lifesciences Limited,EQ
ZYDUSWELL,Zydus Wellness Limited,EQ
